Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2025 Advanced Micro Devices, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2025.2 (lin64) Build 6299465 Fri Nov 14 12:34:56 MST 2025
| Date         : Wed Sep 23 15:56:03 2026
| Host         : johan2-Yoga-7-15ITL5 running 64-bit Ubuntu 22.04.5 LTS
| Command      : report_utilization -hierarchical
| Design       : zynq_gnss_acquisition_bd_wrapper
| Device       : xc7z020clg484-1
| Speed File   : -1
| Design State : Routed
---------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                              Instance                             |                                                          Module                                                          | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|               i_synth                                             |                                                    zynq_gnss_acquisition_bd_peak_detector_0_0_floating_point_v7_1_21_viv |        165 |        165 |       0 |    0 |   104 |      0 |      0 |          2 |
|                 ADDSUB_OP.ADDSUB                                  |                                                                       zynq_gnss_acquisition_bd_peak_detector_0_0_flt_add |        165 |        165 |       0 |    0 |   104 |      0 |      0 |          2 |
|                   DSP.OP                                          |                                                                   zynq_gnss_acquisition_bd_peak_detector_0_0_flt_add_dsp |        165 |        165 |       0 |    0 |   104 |      0 |      0 |          2 |
|                     DSP48E1_BODY.EXP                              |                                                                zynq_gnss_acquisition_bd_peak_detector_0_0_flt_add_exp_sp |         87 |         87 |       0 |    0 |    54 |      0 |      0 |          0 |
|         flow_control_loop_delay_pipe_U                            |                                    zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_flow_control_loop_delay_pipe |         52 |         52 |       0 |    0 |     2 |      0 |      0 |          0 |
|         fmul_32ns_32ns_32_4_max_dsp_1_U2                          |                        zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1__xdcDup__1 |         69 |         69 |       0 |    0 |   106 |      0 |      0 |          3 |
|           (fmul_32ns_32ns_32_4_max_dsp_1_U2)                      |                        zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1__xdcDup__1 |         16 |         16 |       0 |    0 |    63 |      0 |      0 |          0 |
|           peak_detector_fmul_32ns_32ns_32_4_max_dsp_1_ip_u        |                             zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1_ip__2 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|             U0                                                    |                                     zynq_gnss_acquisition_bd_peak_detector_0_0_floating_point_v7_1_21__parameterized1__2 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|               i_synth                                             |                                 zynq_gnss_acquisition_bd_peak_detector_0_0_floating_point_v7_1_21_viv__parameterized1__2 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|                 MULT.OP                                           |                                                                    zynq_gnss_acquisition_bd_peak_detector_0_0_flt_mult_5 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|         fmul_32ns_32ns_32_4_max_dsp_1_U3                          |                                   zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1 |         69 |         69 |       0 |    0 |   105 |      0 |      0 |          3 |
|           (fmul_32ns_32ns_32_4_max_dsp_1_U3)                      |                                   zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1 |         16 |         16 |       0 |    0 |    62 |      0 |      0 |          0 |
|           peak_detector_fmul_32ns_32ns_32_4_max_dsp_1_ip_u        |                                zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_fmul_32ns_32ns_32_4_max_dsp_1_ip |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|             U0                                                    |                                        zynq_gnss_acquisition_bd_peak_detector_0_0_floating_point_v7_1_21__parameterized1 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|               i_synth                                             |                                    zynq_gnss_acquisition_bd_peak_detector_0_0_floating_point_v7_1_21_viv__parameterized1 |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|                 MULT.OP                                           |                                                                      zynq_gnss_acquisition_bd_peak_detector_0_0_flt_mult |         53 |         53 |       0 |    0 |    43 |      0 |      0 |          3 |
|         regslice_both_correlation_in_V_data_V_U                   |                                                   zynq_gnss_acquisition_bd_peak_detector_0_0_peak_detector_regslice_both |         70 |         70 |       0 |    0 |   129 |      0 |      0 |          0 |
+-------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
